X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Class Label
236.07,201.23,107.53,46.26559305,62.18421906,51.48931054,-2.712218751,-1.05475507,0.169091184,9.293037284,2.957077848,2.404493669,1.74033353,3.697021979,3.862488425,206,218,240,55089.61,989856.9186,-0.055482924,0.003078359,-204.6429966,55106.49,990160.219,-0.055482924,0.003078359,-205.0263277,55083.39,989745.1571,-0.055482924,0.003078359,-204.5673964,0
254.38,227.16,114.24,4.861645812,37.67538188,41.44806871,-9.299440826,-1.293351992,0.243874326,90.26796837,3.855614715,1.828472975,0.221940733,2.848925845,3.492279278,48,161,141,55115.74,990326.4244,-0.055482924,0.003078359,-204.9427488,55079.15,989668.9718,-0.055482924,0.003078359,-204.7883288,55078.75,989661.7849,-0.055482924,0.003078359,-204.6005833,0
253.16,237.54,100.3,12.64414489,33.39114254,26.9946291,-7.22440949,-2.739017939,-0.025026668,55.00325555,10.8222311,2.634514611,0.241940733,2.623398447,3.00064606,106,179,134,55108.66,990199.2113,-0.055482924,0.003078359,-204.76804,55098.39,990014.6776,-0.055482924,0.003078359,-204.9413931,55081.15,989704.908,-0.055482924,0.003078359,-204.6321388,0
237.31,213.7,88.94,43.80472463,59.88514006,32.50071384,-2.470580968,-1.510603265,-0.762972069,7.77695988,3.830219631,3.090778492,1.323114671,3.360484094,3.194096283,165,193,145,55098.7,990020.2484,-0.055482924,0.003078359,-204.7006593,55084.57,989766.3588,-0.055482924,0.003078359,-204.7930741,55099.5,990034.6225,-0.055482924,0.003078359,-204.7937617,0
93.13,69.66,24.31,70.55531943,62.20453681,41.00651046,1.360489923,1.965667496,1.989994737,3.417578483,5.837356874,6.133175319,4.28263002,3.867446129,2.660728617,222,246,178,55073.08,989559.9077,-0.055482925,0.003078359,-204.2497069,55112.63,990270.543,-0.055482924,0.003078359,-205.0849261,55092.01,989900.0415,-0.055482924,0.003078359,-204.6933726,0
236.43,208.13,97.03,49.5161095,52.57045843,34.31893209,-2.682841742,-1.639585783,-0.700009058,8.856765854,4.715283278,3.842120898,1.252573462,3.951441323,3.158004615,200,199,162,55088.71,989840.7479,-0.055482924,0.003078359,-204.5311301,55106.17,990154.4692,-0.055482924,0.003078359,-205.0355431,55084.31,989761.6874,-0.055482924,0.003078359,-204.6089461,0
229.01,214.08,108.49,60.14557257,67.75539536,51.03733829,-2.071536438,-1.514684272,-0.75932053,5.541474055,3.693849303,2.715562915,1.418764839,2.919729534,3.4427026,196,211,177,55118.53,990376.5564,-0.055482924,0.003078359,-204.8752304,55090.79,989878.1204,-0.055482924,0.003078359,-204.8602102,55082.99,989737.9694,-0.055482924,0.003078359,-204.6440546,0
214.92,167.19,68.16,58.98028145,68.40097879,33.77357547,-1.126512509,-0.231732436,0.180810556,2.806662501,1.62634634,2.510158615,2.651008664,4.428563822,3.503081253,206,211,145,55091.89,989897.8863,-0.055482924,0.003078359,-204.6185444,55107.35,990175.6715,-0.055482924,0.003078359,-205.0275344,55068.71,989481.3857,-0.055482924,0.003078359,-204.4395796,0
237.31,223.69,102.06,48.13287754,63.12744173,40.6181782,-2.438110652,-2.031733988,-0.988949095,7.12082536,5.521788364,3.41765803,0.950946473,2.290574081,3.299482842,173,211,163,55120.78,990416.9838,-0.055482924,0.003078359,-204.9964396,55101.69,990073.9724,-0.055482924,0.003078359,-204.9334164,55075.18,989597.6394,-0.055482924,0.003078359,-204.4910324,0
82.59,36.58,7.79,45.08239013,36.25056689,20.07002491,-0.241371408,1.276866806,3.3312254,2.480344627,4.666612938,14.27728294,4.710721256,3.625525622,1.09166293,183,166,118,55077.64,989641.841,-0.055482924,0.003078359,-204.4320378,55111.55,990251.1375,-0.055482924,0.003078359,-205.0754534,55080.47,989692.6905,-0.055482924,0.003078359,-204.5137878,0
155.2,88.64,31.2,63.59339588,54.93496519,32.26701102,-0.165821184,0.259907431,0.581087232,1.995751668,2.339473253,2.036832796,5.228625755,4.53410822,3.003872826,248,211,118,55092.16,989902.7375,-0.055482924,0.003078359,-204.5673814,55084.35,989762.4057,-0.055482924,0.003078359,-204.8176253,55089.42,989853.5045,-0.055482924,0.003078359,-204.6506262,0
69.89,33.26,5.86,66.86596967,38.31986952,13.94562297,0.465499617,0.734705571,3.062066427,1.856628833,2.145798756,11.28100593,4.188825574,3.14917691,1.297597179,216,128,67,55108.21,990191.1259,-0.055482924,0.003078359,-204.7416218,55115.91,990329.4786,-0.055482924,0.003078359,-205.061787,55101.76,990075.2306,-0.055482924,0.003078359,-204.7974626,0
88.36,41.75,6.74,76.39771201,42.61886319,14.85841176,0.20734656,0.596752815,2.932737913,1.645808238,2.143481494,10.70051622,4.293215899,3.345755422,1.518052366,225,137,74,55112.11,990261.2015,-0.055482924,0.003078359,-204.7464229,55099.37,990032.2866,-0.055482924,0.003078359,-204.9332066,55101.81,990076.1291,-0.055482924,0.003078359,-204.8304151,0
23.07,6.44,1.01,38.54977432,16.27901717,0.099498744,2.172542924,3.357667938,9.750385677,7.502368095,13.94324774,88.93593186,2.91712251,1.055873894,0.080793136,178,86,1,55145.53,990861.695,-0.055482924,0.003078359,-205.1727575,55113.69,990289.5898,-0.055482924,0.003078359,-205.0243321,55115.81,990327.6828,-0.055482924,0.003078359,-204.9323178,0
111.54,48.99,4.15,69.84417227,39.71208758,10.43874993,0.002751527,0.663316708,3.51761389,2.393078979,2.902208217,14.63710701,4.601998,3.708508368,1.009273891,251,156,53,55097.44,989997.6093,-0.055482924,0.003078359,-204.6455431,55093.51,989926.9934,-0.055482924,0.003078359,-204.8974162,55090.03,989864.4649,-0.055482924,0.003078359,-204.6654069,0
186.33,119.34,48.71,60.56815252,61.89623898,35.08597868,-0.160829583,0.358988919,0.198370458,1.405126353,1.673465625,2.131372194,4.120150628,4.394681234,3.537083337,161,207,133,55083.28,989743.1805,-0.055482924,0.003078359,-204.5871704,55110.39,990230.2944,-0.055482924,0.003078359,-205.0745049,55091.43,989889.6202,-0.055482924,0.003078359,-204.692354,0
171.86,117.37,45.28,76.90214821,82.14178656,48.33716583,-0.289309256,0.313165916,0.828331378,1.511137849,1.725716621,2.664250435,4.376298671,4.789464285,3.296296511,239,254,163,55077.4,989637.5291,-0.055482924,0.003078359,-204.3107161,55089.63,989857.2771,-0.055482924,0.003078359,-204.8605209,55091.11,989883.87,-0.055482924,0.003078359,-204.7378378,0
169.44,112.84,45.46,70.48578864,73.53158777,44.27424082,-0.295575214,0.262358422,0.655321722,1.637004432,1.930485371,2.604447559,4.78923341,4.851601447,3.223153759,217,254,163,55084.24,989760.4309,-0.055482924,0.003078359,-204.410415,55090.95,989880.995,-0.055482924,0.003078359,-204.88923,55082.61,989731.1415,-0.055482924,0.003078359,-204.6168724,0
56.4,31.74,16.03,72.20304703,44.26253947,25.2465661,0.798842657,0.982762119,1.185229928,1.990790416,2.365691422,2.601477729,2.940044628,2.418413697,1.658518643,225,137,74,55152.73,990991.065,-0.055482924,0.003078359,-205.2763491,55102.81,990094.0972,-0.055482924,0.003078359,-204.9510662,55130.24,990586.9624,-0.055482924,0.003078359,-205.0940761,0
203.11,142.34,64.76,58.06511776,69.93786099,55.41770836,-0.997474274,-0.137992321,0.210005189,3.023629385,1.651589413,1.446005357,4.276998939,4.565023212,3.391187984,213,250,178,55070.53,989514.0888,-0.055482925,0.003078359,-204.1898314,55106.85,990166.6875,-0.055482924,0.003078359,-205.0402419,55096.05,989972.6322,-0.055482924,0.003078359,-204.788142,0
211.96,155.05,78.64,47.7708949,65.54576645,47.56480211,-0.758423481,0.03129562,0.366775256,2.153734091,1.711528296,2.529545369,3.843572199,4.368926807,3.89620372,148,199,178,55077.55,989640.2244,-0.055482924,0.003078359,-204.3560519,55101.11,990063.5508,-0.055482924,0.003078359,-204.9931495,55084.72,989769.0543,-0.055482924,0.003078359,-204.6037455,0
231.16,200,110.48,43.78920415,67.59615374,58.62772041,-1.938940365,-1.008868301,-0.15724513,6.030014919,2.72269485,2.393845714,2.332027557,3.70335183,3.794896813,196,254,227,55111.54,990250.9589,-0.055482924,0.003078359,-204.7808662,55072.29,989545.7108,-0.055482924,0.003078359,-204.7658087,55078.45,989656.3943,-0.055482924,0.003078359,-204.6114742,0
236.55,178.53,66.72,29.92703627,46.52535975,23.59961017,-1.774185577,-0.54161743,-0.068283179,5.302131609,2.5833045,5.007392239,2.866363972,4.258011815,3.123095844,128,184,146,55084.66,989767.9774,-0.055482924,0.003078359,-204.4585632,55100.97,990061.0352,-0.055482924,0.003078359,-204.9751203,55086.46,989800.3187,-0.055482924,0.003078359,-204.6589206,0
88.85,57.08,23.32,86.99762928,69.66156473,30.40456545,0.517023141,1.120703406,0.875579001,1.873105956,3.379259503,2.38390798,4.071014065,3.367759816,2.136334868,254,254,118,55132.48,990627.2109,-0.055482924,0.003078359,-205.0618504,55085.33,989780.0148,-0.055482924,0.003078359,-204.8404278,55096.37,989978.3829,-0.055482924,0.003078359,-204.7437058,0
92.56,67.46,33.12,109.3527613,91.08341452,49.26099471,0.560675402,0.846453217,1.180767901,1.479703198,1.961573147,2.995477502,3.071517027,2.775033058,1.938122957,254,254,194,55129.54,990574.385,-0.055482924,0.003078359,-205.0557558,55135.87,990688.1217,-0.055482924,0.003078359,-205.2383977,55096.93,989988.4462,-0.055482924,0.003078359,-204.6813442,0
233.36,185.82,90.77,34.65097978,62.38579646,46.91265394,-1.60077717,-0.512101855,-0.061241451,4.656788475,1.896128644,2.128607572,2.634353761,4.12259004,3.774087373,143,204,194,55099.12,990027.796,-0.055482924,0.003078359,-204.6154361,55099.13,990027.974,-0.055482924,0.003078359,-204.9492648,55072.78,989554.5155,-0.055482924,0.003078359,-204.4807421,0
241.25,212.43,117.58,25.01494553,51.65815618,43.97889949,-1.883825565,-0.915812486,0.308793671,5.643945655,2.448201052,2.479161007,2.188382277,3.585804784,3.551600872,100,174,183,55125.34,990498.9183,-0.055482924,0.003078359,-205.0133937,55075.99,989612.1927,-0.055482924,0.003078359,-204.7982411,55061.87,989358.4839,-0.055482924,0.003078359,-204.4165041,0
234.65,165.02,45.47,32.90968702,54.50173942,27.71081197,-1.449554287,-0.363298213,-0.200002414,3.758501429,1.884550333,2.395308551,2.574510102,4.494366535,3.253835842,118,188,118,55084.69,989768.5156,-0.055482924,0.003078359,-204.5733378,55103.97,990114.9394,-0.055482924,0.003078359,-205.0109808,55082.04,989720.9001,-0.055482924,0.003078359,-204.5638498,0
153.58,106.54,26.8,95.16797571,89.17952904,29.74760495,-0.315836466,0.247444773,0.52042963,1.569515707,1.578690084,1.629036835,4.083182984,4.356754035,2.608004371,254,254,87,55120.57,990413.2104,-0.055482924,0.003078359,-204.9778126,55066.43,989440.4178,-0.055482924,0.003078359,-204.7459523,55077.11,989632.3173,-0.055482924,0.003078359,-204.575915,0
32.92,13.46,1.84,56.85080123,29.47352032,4.30980278,1.788069345,2.483276754,5.834204583,5.147070834,8.147258403,37.07183309,2.514219361,1.603332803,0.52217919,225,120,29,55138.45,990734.4815,-0.055482924,0.003078359,-205.070167,55135.47,990680.9347,-0.055482924,0.003078359,-205.2280023,55131.91,990616.9691,-0.055482924,0.003078359,-205.0927394,0
132.63,78.78,20.26,81.16620664,71.04063344,32.15513023,0.023980716,0.937494406,1.663848439,1.921615703,2.944904576,4.846831697,5.003725156,4.463747713,2.387324058,254,254,133,55099.51,990034.8028,-0.055482924,0.003078359,-204.7067411,55092.21,989903.6348,-0.055482924,0.003078359,-204.8810325,55072.32,989546.2505,-0.055482924,0.003078359,-204.4609054,0
141.53,79.45,20.57,61.25168651,48.983339,25.93116079,0.033901889,0.18688789,1.197550108,1.580966851,2.030118488,3.584706539,5.07252935,4.417383314,2.677043521,199,183,104,55093.3,989923.221,-0.055482924,0.003078359,-204.6482013,55094.73,989948.9143,-0.055482924,0.003078359,-204.9140832,55080.15,989686.9402,-0.055482924,0.003078359,-204.5889905,0
156.62,87.66,17.6,53.79642739,44.70552986,20.79951923,0.316677148,1.246263557,0.910158464,2.04596622,4.438298036,2.294128234,4.9374316,4.303403256,2.628453027,186,208,67,55101.28,990066.6063,-0.055482924,0.003078359,-204.742127,55093.79,989932.0244,-0.055482924,0.003078359,-204.9303911,55078.16,989651.1838,-0.055482924,0.003078359,-204.5430882,0
107.81,54.3,13.65,63.56173298,43.74322805,20.31028065,0.027700696,0.366625249,1.33480004,2.23395201,2.156787804,3.350894088,5.107976439,4.074626502,1.986825906,254,156,67,55109.62,990216.4603,-0.055482924,0.003078359,-204.7928788,55083.83,989753.0623,-0.055482924,0.003078359,-204.8649647,55065.72,989427.6608,-0.055482924,0.003078359,-204.4397872,0
14.25,4.3,1,30.01945203,12.04367054,0,2.256807898,3.897288826,0,6.755860174,17.42442699,0,1.764693297,0.792904561,0,115,66,0,55162.39,991164.6374,-0.055482924,0.003078359,-205.3805858,55142.83,990813.18,-0.055482924,0.003078359,-205.3006203,55144.44,990842.1096,-0.055482924,0.003078359,-205.2423789,0
30.86,15.14,3.28,51.76060664,28.78055594,7.421697919,1.45793948,1.767294804,3.714954003,3.556361469,4.566908912,16.82783958,2.296832583,1.627882405,0.783397598,172,111,44,55154.11,991015.8615,-0.055482924,0.003078359,-205.2563368,55130.47,990591.0944,-0.055482924,0.003078359,-205.1702322,55136.76,990704.1146,-0.055482924,0.003078359,-205.1408601,0
116.98,74.89,27.47,105.2785809,75.83823508,29.56601258,0.064513469,0.370620968,0.392554668,1.2541952,1.550513063,1.386730668,4.006178949,3.49897719,2.335962443,254,218,74,55100.05,990044.5065,-0.055482924,0.003078359,-204.6138903,55120.69,990415.3661,-0.055482924,0.003078359,-205.1137997,55119.94,990401.8903,-0.055482924,0.003078359,-204.9974005,0
111.57,66.31,23.52,87.64990074,63.72890945,30.15807686,0.054276872,0.470304086,0.91193734,1.539256426,1.968801365,2.45804094,4.795497065,3.788085234,2.374251374,254,211,104,55123.72,990469.8099,-0.055482924,0.003078359,-204.9996481,55070.57,989514.8058,-0.055482924,0.003078359,-204.7276707,55099.13,990027.9747,-0.055482924,0.003078359,-204.7801235,0
3.5,2.23,1.01,16.25330736,8.998727688,0.099498744,7.07176819,7.704780962,9.750385677,53.57491032,63.35357247,88.93593186,0.241940733,0.161440543,0.080793136,136,80,1,55191.22,991682.6582,-0.055482924,0.003078359,-205.6760756,55150.25,990946.5035,-0.055482924,0.003078359,-205.3965865,55168.84,991280.5316,-0.055482924,0.003078359,-205.5048156,0
19.21,10.56,3.49,41.48886477,25.04209256,10.80786288,2.269092203,2.460760732,4.18387849,6.910140591,7.576124148,18.6656021,1.661242459,1.108325019,0.47488962,172,102,53,55163.14,991178.1137,-0.055482924,0.003078359,-205.3621741,55142.39,990805.2741,-0.055482924,0.003078359,-205.2951926,55148.9,990922.2474,-0.055482924,0.003078359,-205.2761671,0
40.07,19.6,6.38,62.47435554,40.72566758,16.12251841,1.801961535,2.251278967,3.08635764,5.264362006,6.857722558,11.44638306,3.185786756,1.958260328,0.854850069,234,156,74,55125.73,990505.9267,-0.055482924,0.003078359,-204.9733036,55132.77,990632.4207,-0.055482924,0.003078359,-205.2061373,55112.67,990271.2624,-0.055482924,0.003078359,-204.9265542,0
198.45,130.15,49.57,75.09825231,58.38156815,28.74691462,-1.619963799,-1.079341006,-0.790820693,4.363855332,3.121241569,2.025603668,4.308374607,3.927086568,2.875782662,254,211,87,55130.05,990583.5482,-0.055482924,0.003078359,-205.0633437,55079.65,989677.9559,-0.055482924,0.003078359,-204.8444027,55054.38,989223.903,-0.055482924,0.003078359,-204.3330999,0
137.43,84.26,31.71,63.15999604,50.63430063,29.35823394,-0.77173543,-0.223035157,0.187685186,2.706313435,1.948760682,1.281793246,4.809114946,4.270963969,2.911871391,242,185,74,55091.71,989894.6518,-0.055482924,0.003078359,-204.6431811,55106.59,990162.0157,-0.055482924,0.003078359,-205.0370327,55078.56,989658.371,-0.055482924,0.003078359,-204.5601053,0
39.45,19.54,4.17,60.4885733,33.82171492,13.17046317,1.185476292,1.733919935,4.440831685,2.76571084,5.120833943,21.60129273,2.459458321,1.862348719,0.803459961,189,146,74,55167.67,991259.5093,-0.055482924,0.003078359,-205.3588126,55113.69,990289.59,-0.055482924,0.003078359,-205.0464866,55126.87,990526.4101,-0.055482924,0.003078359,-205.0751262,0
124.45,78.93,25.63,84.27352787,66.68121999,31.87558784,-0.021915581,0.389705292,1.111298283,1.749901173,1.959977745,3.61729329,4.996014506,4.38104863,2.695555301,254,218,133,55083.46,989746.4155,-0.055482924,0.003078359,-204.4261328,55099.17,990028.6927,-0.055482924,0.003078359,-204.9379914,55098.45,990015.7557,-0.055482924,0.003078359,-204.8137922,0
76.14,43.82,17.75,73.04711083,61.9821555,35.40236574,0.927569047,1.518087835,2.291405974,2.868660524,4.224181704,7.653797782,4.774435636,3.445870213,1.730186512,254,218,146,55117.15,990351.7604,-0.055482924,0.003078359,-204.8543816,55094.77,989949.6334,-0.055482924,0.003078359,-204.9083985,55088.3,989833.3799,-0.055482924,0.003078359,-204.708508,0
34.29,5.25,1,26.81801447,11.53635558,0,0.339452875,3.476807935,0,2.358099775,15.07163953,0,3.929982567,1.54475204,0,102,66,0,55103.05,990098.4108,-0.055482924,0.003078359,-204.642054,55097.69,990002.1,-0.055482924,0.003078359,-204.9427914,55086.38,989798.881,-0.055482924,0.003078359,-204.6897198,0
93.5,52.67,20.23,65.40435765,47.85082131,25.80653212,0.217010102,0.611336591,1.031727944,2.137865982,2.420757666,2.706556955,4.929695161,3.946511428,2.538081992,239,166,87,55079.92,989682.8083,-0.055482924,0.003078359,-204.5088348,55119.89,990400.9913,-0.055482924,0.003078359,-205.1685948,55072.27,989545.3524,-0.055482924,0.003078359,-204.4135466,0
80.04,49.75,25.29,72.9920434,50.38578669,27.49447035,0.171666671,0.510168879,0.46845444,1.507465911,2.121190674,1.533754362,3.91006654,3.275562786,2.377833306,221,176,74,55137.49,990717.231,-0.055482924,0.003078359,-205.1306339,55080.47,989692.69,-0.055482924,0.003078359,-204.8087165,55096.7,989984.3123,-0.055482924,0.003078359,-204.7659508,0
85.83,53.51,21.16,65.08902442,57.77239739,42.99598121,0.563685338,1.251573183,2.833413901,2.319169604,4.274966098,11.37695163,5.05452666,3.982457892,2.005735652,254,243,227,55087.33,989815.9513,-0.055482924,0.003078359,-204.6063539,55106.13,990153.7504,-0.055482924,0.003078359,-205.011368,55084.72,989769.0544,-0.055482924,0.003078359,-204.6049181,0
49.76,25.37,2.75,52.60496555,32.03112705,7.78765048,0.77093496,1.072311108,5.493505772,2.450347226,3.21391539,35.84043501,4.189158053,2.947346976,0.73690974,200,137,60,55126.69,990523.1751,-0.055482924,0.003078359,-205.0450913,55090.17,989866.9802,-0.055482924,0.003078359,-204.8419855,55093.51,989926.9941,-0.055482924,0.003078359,-204.7009198,0
16,1.8,1,17.01293625,2.738612788,0,1.086835143,4.673312645,0,3.499837451,25.93224072,0,3.025118349,0.826223202,0,68,17,0,55117.57,990359.3063,-0.055482924,0.003078359,-204.9346873,55105.33,990139.3764,-0.055482924,0.003078359,-204.9636459,55103.93,990114.2212,-0.055482924,0.003078359,-204.8310467,0
70.48,36.92,11.84,58.24061813,38.09532255,18.97193717,0.209645396,0.706793397,1.695864893,1.838096272,2.686276545,4.634726414,4.392340976,3.140465036,2.104988939,206,146,74,55088.74,989841.2874,-0.055482924,0.003078359,-204.5029992,55117.39,990356.0712,-0.055482924,0.003078359,-205.1491566,55104.49,990124.2833,-0.055482924,0.003078359,-204.8158922,0
75.4,44.1,18.8,75.18656795,51.26841133,26.409468,0.400542932,0.656437745,0.998654497,1.603031781,1.839356625,2.251143473,3.844613243,3.21407916,2.102070134,216,146,74,55128.76,990560.37,-0.055482924,0.003078359,-204.983904,55095.19,989957.1801,-0.055482924,0.003078359,-204.896911,55114.31,990300.7304,-0.055482924,0.003078359,-204.9331613,0
95.75,53.54,14.96,73.06591202,58.14403151,27.78593889,0.587147911,1.108590696,2.033726441,2.390971977,3.412660386,6.169342096,5.19127238,3.95040915,1.936092243,251,211,118,55078.96,989665.5587,-0.055482924,0.003078359,-204.4747934,55109.73,990218.4355,-0.055482924,0.003078359,-205.0485107,55079.37,989672.9255,-0.055482924,0.003078359,-204.5129158,0
101.46,52.92,7.5,59.98756871,45.02925271,21.4123796,0.191143881,1.5540355,3.506775062,3.14228023,6.721306122,14.60306229,4.685791566,3.869559245,1.075565796,254,225,104,55109.02,990205.6797,-0.055482924,0.003078359,-204.7209829,55088.73,989841.106,-0.055482924,0.003078359,-204.8708433,55079.77,989680.1122,-0.055482924,0.003078359,-204.5915405,0
20.12,1.76,1,19.2386486,5.032136723,0,1.203167296,7.329489263,0,5.001637484,57.04021578,0,3.209987701,0.354944487,0,93,43,0,55132.03,990619.1252,-0.055482924,0.003078359,-205.071708,55096.49,989980.5384,-0.055482924,0.003078359,-204.9014177,55081.61,989713.1736,-0.055482924,0.003078359,-204.6104771,0
110.21,54.54,17.17,63.6423279,43.19384678,20.8014687,-0.242692252,0.034114072,0.972823486,1.886350542,1.762319396,2.516728242,5.107208661,3.665115899,2.413631385,225,137,67,55075.03,989594.9447,-0.055482924,0.003078359,-204.3717099,55102.29,990084.7531,-0.055482924,0.003078359,-205.0220653,55093.36,989924.2983,-0.055482924,0.003078359,-204.7348512,0
74.59,44.79,19.47,79.45993896,51.8924455,25.51762332,0.392191132,0.63111314,0.84811836,1.432577653,1.787021201,1.94142403,3.50917691,2.867694076,2.016044468,211,146,67,55156.09,991051.438,-0.055482924,0.003078359,-205.2980408,55092.31,989905.4322,-0.055482924,0.003078359,-204.8919253,55100.45,990051.6929,-0.055482924,0.003078359,-204.8057963,0
